product_id,sku,product_name,category,manufacturer,unit_cost,list_price
45,SKU-SECU-00045,NEXUS_CHIPS Security Gateway Gen-4,SECURITY_GATEWAY,NEXUS_CHIPS,388.78,642.73
46,SKU-ENTE-00046,TITAN_SYSTEMS Enterprise Server Gen-5,ENTERPRISE_SERVER,TITAN_SYSTEMS,754.31,1369.46
47,SKU-CLOU-00047,APEX_HARDWARE Cloud Storage Gen-6,CLOUD_STORAGE,APEX_HARDWARE,391.11,672.92
48,SKU-NETW-00048,VORTEX_SILICON Networking Switch Gen-7,NETWORKING_SWITCH,VORTEX_SILICON,170.23,283.77
49,SKU-AI_A-00049,QUANTUM_OPTICS Ai Accelerator Gen-1,AI_ACCELERATOR,QUANTUM_OPTICS,324.58,449.29
50,SKU-SECU-00050,NEXUS_CHIPS Security Gateway Gen-2,SECURITY_GATEWAY,NEXUS_CHIPS,328.7,554.99
51,SKU-ENTE-00051,TITAN_SYSTEMS Enterprise Server Gen-3,ENTERPRISE_SERVER,TITAN_SYSTEMS,528.77,903.5
52,SKU-CLOU-00052,APEX_HARDWARE Cloud Storage Gen-4,CLOUD_STORAGE,APEX_HARDWARE,199.18,317.1
53,SKU-NETW-00053,VORTEX_SILICON Networking Switch Gen-5,NETWORKING_SWITCH,VORTEX_SILICON,538.6,875.98
54,SKU-AI_A-00054,QUANTUM_OPTICS Ai Accelerator Gen-6,AI_ACCELERATOR,QUANTUM_OPTICS,173.58,296.08
55,SKU-SECU-00055,NEXUS_CHIPS Security Gateway Gen-7,SECURITY_GATEWAY,NEXUS_CHIPS,723.36,1118.66
56,SKU-ENTE-00056,TITAN_SYSTEMS Enterprise Server Gen-1,ENTERPRISE_SERVER,TITAN_SYSTEMS,201.6,349.04
57,SKU-CLOU-00057,APEX_HARDWARE Cloud Storage Gen-2,CLOUD_STORAGE,APEX_HARDWARE,548.04,854.26
58,SKU-NETW-00058,VORTEX_SILICON Networking Switch Gen-3,NETWORKING_SWITCH,VORTEX_SILICON,173.07,274.25
59,SKU-AI_A-00059,QUANTUM_OPTICS Ai Accelerator Gen-4,AI_ACCELERATOR,QUANTUM_OPTICS,606.61,916.49
60,SKU-SECU-00060,NEXUS_CHIPS Security Gateway Gen-5,SECURITY_GATEWAY,NEXUS_CHIPS,69.34,114.41
61,SKU-ENTE-00061,TITAN_SYSTEMS Enterprise Server Gen-6,ENTERPRISE_SERVER,TITAN_SYSTEMS,561.25,843.82
62,SKU-CLOU-00062,APEX_HARDWARE Cloud Storage Gen-7,CLOUD_STORAGE,APEX_HARDWARE,804.1,1305.1
63,SKU-NETW-00063,VORTEX_SILICON Networking Switch Gen-1,NETWORKING_SWITCH,VORTEX_SILICON,673.55,1203.63
64,SKU-AI_A-00064,QUANTUM_OPTICS Ai Accelerator Gen-2,AI_ACCELERATOR,QUANTUM_OPTICS,226.2,339.9
65,SKU-SECU-00065,NEXUS_CHIPS Security Gateway Gen-3,SECURITY_GATEWAY,NEXUS_CHIPS,399.25,614.66
66,SKU-ENTE-00066,TITAN_SYSTEMS Enterprise Server Gen-4,ENTERPRISE_SERVER,TITAN_SYSTEMS,557.42,792.67
67,SKU-CLOU-00067,APEX_HARDWARE Cloud Storage Gen-5,CLOUD_STORAGE,APEX_HARDWARE,705.38,1221.22
68,SKU-NETW-00068,VORTEX_SILICON Networking Switch Gen-6,NETWORKING_SWITCH,VORTEX_SILICON,235.55,413.76
69,SKU-AI_A-00069,QUANTUM_OPTICS Ai Accelerator Gen-7,AI_ACCELERATOR,QUANTUM_OPTICS,114.09,193.61
70,SKU-SECU-00070,NEXUS_CHIPS Security Gateway Gen-1,SECURITY_GATEWAY,NEXUS_CHIPS,320.71,567.86
71,SKU-ENTE-00071,TITAN_SYSTEMS Enterprise Server Gen-2,ENTERPRISE_SERVER,TITAN_SYSTEMS,266.54,430.08
72,SKU-CLOU-00072,APEX_HARDWARE Cloud Storage Gen-3,CLOUD_STORAGE,APEX_HARDWARE,523.33,808.22
73,SKU-NETW-00073,VORTEX_SILICON Networking Switch Gen-4,NETWORKING_SWITCH,VORTEX_SILICON,157.33,279.96
74,SKU-AI_A-00074,QUANTUM_OPTICS Ai Accelerator Gen-5,AI_ACCELERATOR,QUANTUM_OPTICS,450.94,694.17
75,SKU-SECU-00075,NEXUS_CHIPS Security Gateway Gen-6,SECURITY_GATEWAY,NEXUS_CHIPS,559.79,787.54
76,SKU-ENTE-00076,TITAN_SYSTEMS Enterprise Server Gen-7,ENTERPRISE_SERVER,TITAN_SYSTEMS,240.64,331.15
77,SKU-CLOU-00077,APEX_HARDWARE Cloud Storage Gen-1,CLOUD_STORAGE,APEX_HARDWARE,681.6,992.57
78,SKU-NETW-00078,VORTEX_SILICON Networking Switch Gen-2,NETWORKING_SWITCH,VORTEX_SILICON,475.65,863.05
79,SKU-AI_A-00079,QUANTUM_OPTICS Ai Accelerator Gen-3,AI_ACCELERATOR,QUANTUM_OPTICS,511.88,717.39
80,SKU-SECU-00080,NEXUS_CHIPS Security Gateway Gen-4,SECURITY_GATEWAY,NEXUS_CHIPS,734.43,1340.43
81,SKU-ENTE-00081,TITAN_SYSTEMS Enterprise Server Gen-5,ENTERPRISE_SERVER,TITAN_SYSTEMS,452.19,744.07
82,SKU-CLOU-00082,APEX_HARDWARE Cloud Storage Gen-6,CLOUD_STORAGE,APEX_HARDWARE,563.61,941.54
83,SKU-NETW-00083,VORTEX_SILICON Networking Switch Gen-7,NETWORKING_SWITCH,VORTEX_SILICON,444.49,603.58
84,SKU-AI_A-00084,QUANTUM_OPTICS Ai Accelerator Gen-1,AI_ACCELERATOR,QUANTUM_OPTICS,164.25,302.04
85,SKU-SECU-00085,NEXUS_CHIPS Security Gateway Gen-2,SECURITY_GATEWAY,NEXUS_CHIPS,781.74,1309.14
86,SKU-ENTE-00086,TITAN_SYSTEMS Enterprise Server Gen-3,ENTERPRISE_SERVER,TITAN_SYSTEMS,540.29,980.76
87,SKU-CLOU-00087,APEX_HARDWARE Cloud Storage Gen-4,CLOUD_STORAGE,APEX_HARDWARE,636.83,866.36
88,SKU-NETW-00088,VORTEX_SILICON Networking Switch Gen-5,NETWORKING_SWITCH,VORTEX_SILICON,681.53,975.38
89,SKU-AI_A-00089,QUANTUM_OPTICS Ai Accelerator Gen-6,AI_ACCELERATOR,QUANTUM_OPTICS,650.22,1088.4
90,SKU-SECU-00090,NEXUS_CHIPS Security Gateway Gen-7,SECURITY_GATEWAY,NEXUS_CHIPS,617.24,1079.93
91,SKU-ENTE-00091,TITAN_SYSTEMS Enterprise Server Gen-1,ENTERPRISE_SERVER,TITAN_SYSTEMS,416.07,729.2
92,SKU-CLOU-00092,APEX_HARDWARE Cloud Storage Gen-2,CLOUD_STORAGE,APEX_HARDWARE,586.95,1013.18
93,SKU-NETW-00093,VORTEX_SILICON Networking Switch Gen-3,NETWORKING_SWITCH,VORTEX_SILICON,65.17,101.87
94,SKU-AI_A-00094,QUANTUM_OPTICS Ai Accelerator Gen-4,AI_ACCELERATOR,QUANTUM_OPTICS,682.73,956.66
95,SKU-SECU-00095,NEXUS_CHIPS Security Gateway Gen-5,SECURITY_GATEWAY,NEXUS_CHIPS,181.77,310.62
96,SKU-ENTE-00096,TITAN_SYSTEMS Enterprise Server Gen-6,ENTERPRISE_SERVER,TITAN_SYSTEMS,775.61,1291.47
97,SKU-CLOU-00097,APEX_HARDWARE Cloud Storage Gen-7,CLOUD_STORAGE,APEX_HARDWARE,736.4,1051.92
98,SKU-NETW-00098,VORTEX_SILICON Networking Switch Gen-1,NETWORKING_SWITCH,VORTEX_SILICON,203.46,282.64
99,SKU-AI_A-00099,QUANTUM_OPTICS Ai Accelerator Gen-2,AI_ACCELERATOR,QUANTUM_OPTICS,487.78,880.94
100,SKU-SECU-00100,NEXUS_CHIPS Security Gateway Gen-3,SECURITY_GATEWAY,NEXUS_CHIPS,509.87,750.92
101,SKU-ENTE-00101,TITAN_SYSTEMS Enterprise Server Gen-4,ENTERPRISE_SERVER,TITAN_SYSTEMS,781.04,1077.39
102,SKU-CLOU-00102,APEX_HARDWARE Cloud Storage Gen-5,CLOUD_STORAGE,APEX_HARDWARE,228.08,397.78
103,SKU-NETW-00103,VORTEX_SILICON Networking Switch Gen-6,NETWORKING_SWITCH,VORTEX_SILICON,309.28,502.83
104,SKU-AI_A-00104,QUANTUM_OPTICS Ai Accelerator Gen-7,AI_ACCELERATOR,QUANTUM_OPTICS,425.83,616.21
105,SKU-SECU-00105,NEXUS_CHIPS Security Gateway Gen-1,SECURITY_GATEWAY,NEXUS_CHIPS,104.39,185.2
106,SKU-ENTE-00106,TITAN_SYSTEMS Enterprise Server Gen-2,ENTERPRISE_SERVER,TITAN_SYSTEMS,577.38,883.65
107,SKU-CLOU-00107,APEX_HARDWARE Cloud Storage Gen-3,CLOUD_STORAGE,APEX_HARDWARE,512.14,698.48
108,SKU-NETW-00108,VORTEX_SILICON Networking Switch Gen-4,NETWORKING_SWITCH,VORTEX_SILICON,799.38,1350.59
109,SKU-AI_A-00109,QUANTUM_OPTICS Ai Accelerator Gen-5,AI_ACCELERATOR,QUANTUM_OPTICS,811.47,1119.5
110,SKU-SECU-00110,NEXUS_CHIPS Security Gateway Gen-6,SECURITY_GATEWAY,NEXUS_CHIPS,487.92,686.76
111,SKU-ENTE-00111,TITAN_SYSTEMS Enterprise Server Gen-7,ENTERPRISE_SERVER,TITAN_SYSTEMS,569.89,882.83
112,SKU-CLOU-00112,APEX_HARDWARE Cloud Storage Gen-1,CLOUD_STORAGE,APEX_HARDWARE,269.07,438.88
113,SKU-NETW-00113,VORTEX_SILICON Networking Switch Gen-2,NETWORKING_SWITCH,VORTEX_SILICON,276.09,467.91
114,SKU-AI_A-00114,QUANTUM_OPTICS Ai Accelerator Gen-3,AI_ACCELERATOR,QUANTUM_OPTICS,50.66,89.96
115,SKU-SECU-00115,NEXUS_CHIPS Security Gateway Gen-4,SECURITY_GATEWAY,NEXUS_CHIPS,286.01,439.25
116,SKU-ENTE-00116,TITAN_SYSTEMS Enterprise Server Gen-5,ENTERPRISE_SERVER,TITAN_SYSTEMS,662.71,1001.49
117,SKU-CLOU-00117,APEX_HARDWARE Cloud Storage Gen-6,CLOUD_STORAGE,APEX_HARDWARE,653.65,900.92
118,SKU-NETW-00118,VORTEX_SILICON Networking Switch Gen-7,NETWORKING_SWITCH,VORTEX_SILICON,656.37,903.69
119,SKU-AI_A-00119,QUANTUM_OPTICS Ai Accelerator Gen-1,AI_ACCELERATOR,QUANTUM_OPTICS,658.28,1152.29
120,SKU-SECU-00120,NEXUS_CHIPS Security Gateway Gen-2,SECURITY_GATEWAY,NEXUS_CHIPS,546.65,846.54
121,SKU-ENTE-00121,TITAN_SYSTEMS Enterprise Server Gen-3,ENTERPRISE_SERVER,TITAN_SYSTEMS,184.85,295.46
122,SKU-CLOU-00122,APEX_HARDWARE Cloud Storage Gen-4,CLOUD_STORAGE,APEX_HARDWARE,588.11,847.98
123,SKU-NETW-00123,VORTEX_SILICON Networking Switch Gen-5,NETWORKING_SWITCH,VORTEX_SILICON,104.15,150.45
124,SKU-AI_A-00124,QUANTUM_OPTICS Ai Accelerator Gen-6,AI_ACCELERATOR,QUANTUM_OPTICS,822.92,1374.15
125,SKU-SECU-00125,NEXUS_CHIPS Security Gateway Gen-7,SECURITY_GATEWAY,NEXUS_CHIPS,676.49,966.69
126,SKU-ENTE-00126,TITAN_SYSTEMS Enterprise Server Gen-1,ENTERPRISE_SERVER,TITAN_SYSTEMS,223.76,369.54
127,SKU-CLOU-00127,APEX_HARDWARE Cloud Storage Gen-2,CLOUD_STORAGE,APEX_HARDWARE,109.75,160.43
128,SKU-NETW-00128,VORTEX_SILICON Networking Switch Gen-3,NETWORKING_SWITCH,VORTEX_SILICON,194.77,264.92
129,SKU-AI_A-00129,QUANTUM_OPTICS Ai Accelerator Gen-4,AI_ACCELERATOR,QUANTUM_OPTICS,817.65,1317.62
130,SKU-SECU-00130,NEXUS_CHIPS Security Gateway Gen-5,SECURITY_GATEWAY,NEXUS_CHIPS,653.87,916.82
131,SKU-ENTE-00131,TITAN_SYSTEMS Enterprise Server Gen-6,ENTERPRISE_SERVER,TITAN_SYSTEMS,789.14,1192.15
132,SKU-CLOU-00132,APEX_HARDWARE Cloud Storage Gen-7,CLOUD_STORAGE,APEX_HARDWARE,86.62,147.67
133,SKU-NETW-00133,VORTEX_SILICON Networking Switch Gen-1,NETWORKING_SWITCH,VORTEX_SILICON,439.92,775.86
134,SKU-AI_A-00134,QUANTUM_OPTICS Ai Accelerator Gen-2,AI_ACCELERATOR,QUANTUM_OPTICS,307.23,534.15
135,SKU-SECU-00135,NEXUS_CHIPS Security Gateway Gen-3,SECURITY_GATEWAY,NEXUS_CHIPS,515.51,781.15
136,SKU-ENTE-00136,TITAN_SYSTEMS Enterprise Server Gen-4,ENTERPRISE_SERVER,TITAN_SYSTEMS,607.4,851.42
137,SKU-CLOU-00137,APEX_HARDWARE Cloud Storage Gen-5,CLOUD_STORAGE,APEX_HARDWARE,478.51,812.7
138,SKU-NETW-00138,VORTEX_SILICON Networking Switch Gen-6,NETWORKING_SWITCH,VORTEX_SILICON,94.84,160.72
139,SKU-AI_A-00139,QUANTUM_OPTICS Ai Accelerator Gen-7,AI_ACCELERATOR,QUANTUM_OPTICS,365.63,500.63
140,SKU-SECU-00140,NEXUS_CHIPS Security Gateway Gen-1,SECURITY_GATEWAY,NEXUS_CHIPS,366.19,673.84
141,SKU-ENTE-00141,TITAN_SYSTEMS Enterprise Server Gen-2,ENTERPRISE_SERVER,TITAN_SYSTEMS,77.91,129.12
142,SKU-CLOU-00142,APEX_HARDWARE Cloud Storage Gen-3,CLOUD_STORAGE,APEX_HARDWARE,394.39,622.44
143,SKU-NETW-00143,VORTEX_SILICON Networking Switch Gen-4,NETWORKING_SWITCH,VORTEX_SILICON,843.59,1390.71
144,SKU-AI_A-00144,QUANTUM_OPTICS Ai Accelerator Gen-5,AI_ACCELERATOR,QUANTUM_OPTICS,539.84,880.35
145,SKU-SECU-00145,NEXUS_CHIPS Security Gateway Gen-6,SECURITY_GATEWAY,NEXUS_CHIPS,814.93,1136.63
146,SKU-ENTE-00146,TITAN_SYSTEMS Enterprise Server Gen-7,ENTERPRISE_SERVER,TITAN_SYSTEMS,835.84,1409.87
147,SKU-CLOU-00147,APEX_HARDWARE Cloud Storage Gen-1,CLOUD_STORAGE,APEX_HARDWARE,666.31,1147.88
148,SKU-NETW-00148,VORTEX_SILICON Networking Switch Gen-2,NETWORKING_SWITCH,VORTEX_SILICON,71.0,101.04
149,SKU-AI_A-00149,QUANTUM_OPTICS Ai Accelerator Gen-3,AI_ACCELERATOR,QUANTUM_OPTICS,228.59,379.55
150,SKU-SECU-00150,NEXUS_CHIPS Security Gateway Gen-4,SECURITY_GATEWAY,NEXUS_CHIPS,176.86,256.57
151,SKU-ENTE-00151,TITAN_SYSTEMS Enterprise Server Gen-5,ENTERPRISE_SERVER,TITAN_SYSTEMS,707.42,1091.7
152,SKU-CLOU-00152,APEX_HARDWARE Cloud Storage Gen-6,CLOUD_STORAGE,APEX_HARDWARE,317.75,488.28
153,SKU-NETW-00153,VORTEX_SILICON Networking Switch Gen-7,NETWORKING_SWITCH,VORTEX_SILICON,218.76,385.49
154,SKU-AI_A-00154,QUANTUM_OPTICS Ai Accelerator Gen-1,AI_ACCELERATOR,QUANTUM_OPTICS,751.7,1115.8
155,SKU-SECU-00155,NEXUS_CHIPS Security Gateway Gen-2,SECURITY_GATEWAY,NEXUS_CHIPS,480.5,669.28
156,SKU-ENTE-00156,TITAN_SYSTEMS Enterprise Server Gen-3,ENTERPRISE_SERVER,TITAN_SYSTEMS,792.69,1262.11
157,SKU-CLOU-00157,APEX_HARDWARE Cloud Storage Gen-4,CLOUD_STORAGE,APEX_HARDWARE,166.77,234.19
158,SKU-NETW-00158,VORTEX_SILICON Networking Switch Gen-5,NETWORKING_SWITCH,VORTEX_SILICON,209.86,377.71
159,SKU-AI_A-00159,QUANTUM_OPTICS Ai Accelerator Gen-6,AI_ACCELERATOR,QUANTUM_OPTICS,612.1,876.26
160,SKU-SECU-00160,NEXUS_CHIPS Security Gateway Gen-7,SECURITY_GATEWAY,NEXUS_CHIPS,80.2,108.36
161,SKU-ENTE-00161,TITAN_SYSTEMS Enterprise Server Gen-1,ENTERPRISE_SERVER,TITAN_SYSTEMS,235.99,360.09
162,SKU-CLOU-00162,APEX_HARDWARE Cloud Storage Gen-2,CLOUD_STORAGE,APEX_HARDWARE,294.49,494.26
163,SKU-NETW-00163,VORTEX_SILICON Networking Switch Gen-3,NETWORKING_SWITCH,VORTEX_SILICON,633.22,988.54
164,SKU-AI_A-00164,QUANTUM_OPTICS Ai Accelerator Gen-4,AI_ACCELERATOR,QUANTUM_OPTICS,467.71,847.28
165,SKU-SECU-00165,NEXUS_CHIPS Security Gateway Gen-5,SECURITY_GATEWAY,NEXUS_CHIPS,633.05,982.39
166,SKU-ENTE-00166,TITAN_SYSTEMS Enterprise Server Gen-6,ENTERPRISE_SERVER,TITAN_SYSTEMS,205.68,296.7
167,SKU-CLOU-00167,APEX_HARDWARE Cloud Storage Gen-7,CLOUD_STORAGE,APEX_HARDWARE,715.14,1220.51
168,SKU-NETW-00168,VORTEX_SILICON Networking Switch Gen-1,NETWORKING_SWITCH,VORTEX_SILICON,804.23,1298.96
169,SKU-AI_A-00169,QUANTUM_OPTICS Ai Accelerator Gen-2,AI_ACCELERATOR,QUANTUM_OPTICS,577.84,796.49
170,SKU-SECU-00170,NEXUS_CHIPS Security Gateway Gen-3,SECURITY_GATEWAY,NEXUS_CHIPS,785.5,1099.87
171,SKU-ENTE-00171,TITAN_SYSTEMS Enterprise Server Gen-4,ENTERPRISE_SERVER,TITAN_SYSTEMS,492.54,735.45
172,SKU-CLOU-00172,APEX_HARDWARE Cloud Storage Gen-5,CLOUD_STORAGE,APEX_HARDWARE,749.81,1355.31
173,SKU-NETW-00173,VORTEX_SILICON Networking Switch Gen-6,NETWORKING_SWITCH,VORTEX_SILICON,249.95,377.5
174,SKU-AI_A-00174,QUANTUM_OPTICS Ai Accelerator Gen-7,AI_ACCELERATOR,QUANTUM_OPTICS,599.45,1001.76
175,SKU-SECU-00175,NEXUS_CHIPS Security Gateway Gen-1,SECURITY_GATEWAY,NEXUS_CHIPS,480.52,790.19
176,SKU-ENTE-00176,TITAN_SYSTEMS Enterprise Server Gen-2,ENTERPRISE_SERVER,TITAN_SYSTEMS,476.45,651.43
177,SKU-CLOU-00177,APEX_HARDWARE Cloud Storage Gen-3,CLOUD_STORAGE,APEX_HARDWARE,304.7,538.23
178,SKU-NETW-00178,VORTEX_SILICON Networking Switch Gen-4,NETWORKING_SWITCH,VORTEX_SILICON,797.63,1247.58
179,SKU-AI_A-00179,QUANTUM_OPTICS Ai Accelerator Gen-5,AI_ACCELERATOR,QUANTUM_OPTICS,758.67,1268.27
180,SKU-SECU-00180,NEXUS_CHIPS Security Gateway Gen-6,SECURITY_GATEWAY,NEXUS_CHIPS,501.37,719.28
181,SKU-ENTE-00181,TITAN_SYSTEMS Enterprise Server Gen-7,ENTERPRISE_SERVER,TITAN_SYSTEMS,347.39,558.85
182,SKU-CLOU-00182,APEX_HARDWARE Cloud Storage Gen-1,CLOUD_STORAGE,APEX_HARDWARE,61.93,85.89
183,SKU-NETW-00183,VORTEX_SILICON Networking Switch Gen-2,NETWORKING_SWITCH,VORTEX_SILICON,197.63,335.45
184,SKU-AI_A-00184,QUANTUM_OPTICS Ai Accelerator Gen-3,AI_ACCELERATOR,QUANTUM_OPTICS,353.81,532.55
185,SKU-SECU-00185,NEXUS_CHIPS Security Gateway Gen-4,SECURITY_GATEWAY,NEXUS_CHIPS,684.34,1091.36
186,SKU-ENTE-00186,TITAN_SYSTEMS Enterprise Server Gen-5,ENTERPRISE_SERVER,TITAN_SYSTEMS,538.47,836.73
187,SKU-CLOU-00187,APEX_HARDWARE Cloud Storage Gen-6,CLOUD_STORAGE,APEX_HARDWARE,409.59,699.57
188,SKU-NETW-00188,VORTEX_SILICON Networking Switch Gen-7,NETWORKING_SWITCH,VORTEX_SILICON,147.81,227.52
189,SKU-AI_A-00189,QUANTUM_OPTICS Ai Accelerator Gen-1,AI_ACCELERATOR,QUANTUM_OPTICS,357.45,496.18
190,SKU-SECU-00190,NEXUS_CHIPS Security Gateway Gen-2,SECURITY_GATEWAY,NEXUS_CHIPS,311.24,459.34
191,SKU-ENTE-00191,TITAN_SYSTEMS Enterprise Server Gen-3,ENTERPRISE_SERVER,TITAN_SYSTEMS,502.05,856.56
192,SKU-CLOU-00192,APEX_HARDWARE Cloud Storage Gen-4,CLOUD_STORAGE,APEX_HARDWARE,246.63,345.33
193,SKU-NETW-00193,VORTEX_SILICON Networking Switch Gen-5,NETWORKING_SWITCH,VORTEX_SILICON,194.48,296.39
194,SKU-AI_A-00194,QUANTUM_OPTICS Ai Accelerator Gen-6,AI_ACCELERATOR,QUANTUM_OPTICS,377.38,606.0
195,SKU-SECU-00195,NEXUS_CHIPS Security Gateway Gen-7,SECURITY_GATEWAY,NEXUS_CHIPS,572.28,916.87
196,SKU-ENTE-00196,TITAN_SYSTEMS Enterprise Server Gen-1,ENTERPRISE_SERVER,TITAN_SYSTEMS,607.61,1103.49
197,SKU-CLOU-00197,APEX_HARDWARE Cloud Storage Gen-2,CLOUD_STORAGE,APEX_HARDWARE,583.47,948.45
